date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:37:13	166409/166409	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:13%20GMT	https://w.ladicdn.com/s550x650/5fa2747be93b1c29f89c713f/biofitmobile2-20210415024818.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s550x650/5fa2747be93b1c29f89c713f/biofitmobile2-20210415024818.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:15	147590/147590	---MCZ	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:15%20GMT	https://w.ladicdn.com/s550x650/5fa2747be93b1c29f89c713f/biofitmobile3-20210415025405.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s550x650/5fa2747be93b1c29f89c713f/biofitmobile3-20210415025405.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:15	370032/370032	---MCZ	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:16%20GMT	https://w.ladicdn.com/s550x750/5fa2747be93b1c29f89c713f/biofitmobile4-20210415025533.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s550x750/5fa2747be93b1c29f89c713f/biofitmobile4-20210415025533.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:17	371536/371536	---MCZ	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:17%20GMT	https://w.ladicdn.com/s550x650/5fa2747be93b1c29f89c713f/biofitmobile5-20210415025655.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s550x650/5fa2747be93b1c29f89c713f/biofitmobile5-20210415025655.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:17	123925/123925	---MCZ	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:18%20GMT	https://w.ladicdn.com/s550x600/5fa2747be93b1c29f89c713f/biofitmobile7-20210415025850.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s550x600/5fa2747be93b1c29f89c713f/biofitmobile7-20210415025850.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:18	253560/253560	---MCZ	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:19%20GMT	https://w.ladicdn.com/s550x800/5fa2747be93b1c29f89c713f/biofitmobile8-20210415030011.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s550x800/5fa2747be93b1c29f89c713f/biofitmobile8-20210415030011.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:19	227754/227754	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:19%20GMT	https://w.ladicdn.com/s750x900/5fa2747be93b1c29f89c713f/biofitmobile9-20210415030127.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s750x900/5fa2747be93b1c29f89c713f/biofitmobile9-20210415030127.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:19	23919/23919	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:20%20GMT	https://w.ladicdn.com/s750x1000/5fa2747be93b1c29f89c713f/biofitmobile10-20210415030257.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s750x1000/5fa2747be93b1c29f89c713f/biofitmobile10-20210415030257.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:19	71583/71583	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:20%20GMT	https://w.ladicdn.com/s750x950/5fa2747be93b1c29f89c713f/biofitmobile11-20210415030438.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s750x950/5fa2747be93b1c29f89c713f/biofitmobile11-20210415030438.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:20	417913/417913	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:21%20GMT	https://w.ladicdn.com/s750x800/5fa2747be93b1c29f89c713f/biofitmobile1-20210415024606.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s750x800/5fa2747be93b1c29f89c713f/biofitmobile1-20210415024606.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:20	248762/248762	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:21%20GMT	https://w.ladicdn.com/s750x1050/5fa2747be93b1c29f89c713f/biofitmobile2-20210415024818.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s750x1050/5fa2747be93b1c29f89c713f/biofitmobile2-20210415024818.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:20	11758/11758	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:21%20GMT	https://w.ladicdn.com/s500x350/5fa2747be93b1c29f89c713f/add-to-cart3-red-20210415024934.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s500x350/5fa2747be93b1c29f89c713f/add-to-cart3-red-20210415024934.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:21	205285/205285	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:22%20GMT	https://w.ladicdn.com/s750x1000/5fa2747be93b1c29f89c713f/biofitmobile3-20210415025405.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s750x1000/5fa2747be93b1c29f89c713f/biofitmobile3-20210415025405.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:22	415623/415623	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:22%20GMT	https://w.ladicdn.com/s750x1150/5fa2747be93b1c29f89c713f/biofitmobile4-20210415025533.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s750x1150/5fa2747be93b1c29f89c713f/biofitmobile4-20210415025533.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:22	416378/416378	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:23%20GMT	https://w.ladicdn.com/s750x1050/5fa2747be93b1c29f89c713f/biofitmobile5-20210415025655.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s750x1050/5fa2747be93b1c29f89c713f/biofitmobile5-20210415025655.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:22	185076/185076	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:23%20GMT	https://w.ladicdn.com/s750x850/5fa2747be93b1c29f89c713f/biofitmobile7-20210415025850.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s750x850/5fa2747be93b1c29f89c713f/biofitmobile7-20210415025850.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:24	66804/66804	---MCZ	200	added ('OK')	text/css	date:Sun,%2018%20Apr%202021%2016:07:24%20GMT	https://w.ladicdn.com/v2/source/ladipage.min.css?v=1618374231198	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/v2/source/ladipage.mineb3a.css	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:24	389486/389486	---MC-	200	added ('OK')	image/png	date:Sun,%2018%20Apr%202021%2016:07:23%20GMT	https://w.ladicdn.com/s750x1300/5fa2747be93b1c29f89c713f/biofitmobile8-20210415030011.png	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/s750x1300/5fa2747be93b1c29f89c713f/biofitmobile8-20210415030011.png	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
21:37:26	20155/20155	---M--	200	added ('OK')	image/gif	etag:%226006b5a0-4ebb%22	https://okinawaflatbellyofficial.site/load.gif	C:/My%20Web%20Sites/biofit%20new/okinawaflatbellyofficial.site/load.gif	(from https://biofit-biofit.com/biofit/biofit-biofit-biofit.html)
21:37:26	201015/201015	---MCZ	200	added ('OK')	text/javascript	date:Sun,%2018%20Apr%202021%2016:07:26%20GMT	https://w.ladicdn.com/v2/source/ladipage.vi.min.js?v=1618374231198	C:/My%20Web%20Sites/biofit%20new/w.ladicdn.com/v2/source/ladipage.vi.mineb3a.js	(from https://biofit-biofit.com/biofit/biofit-mobile.html)
